a,b
447.5573592561477,452.0329328487092
452.0329328487092,456.5532621771963
456.5532621771963,451.9877295554243
451.9877295554243,456.50760685097856
456.50760685097856,461.07268291948833
461.07268291948833,456.4619560902934
456.4619560902934,461.02657565119637
461.02657565119637,465.63684140770835
465.63684140770835,460.9804729936313
460.9804729936313,465.59027772356757
465.59027772356757,470.24618050080323
470.24618050080323,465.5437186957952
465.5437186957952,470.19915588275313
470.19915588275313,474.9011474415807
474.9011474415807,470.1521359671649
470.1521359671649,474.8536573268365
474.8536573268365,479.6021939001049
479.6021939001049,474.80617196110387
474.80617196110387,479.5542336807149
479.5542336807149,484.34977601752206
484.34977601752206,479.5062782573468
479.5062782573468,484.3013410399203
484.3013410399203,489.1443544503195
489.1443544503195,484.2529109058163
484.2529109058163,489.09544001487444
489.09544001487444,493.9863944150232
493.9863944150232,489.046530470873
489.046530470873,493.93699577558175
493.93699577558175,498.8763657333376
498.8763657333376,493.8876020760042
493.8876020760042,498.8264780967643
498.8264780967643,503.81474287773193
503.81474287773193,498.7765954489546
498.7765954489546,503.7643614034441
503.7643614034441,508.80200501747856
508.80200501747856,503.71398496730376
503.71398496730376,508.7511248169768
508.7511248169768,513.8386360651466
513.8386360651466,508.70024970449515
508.70024970449515,513.7872522015401
513.7872522015401,518.9251247235555
518.9251247235555,513.73587347632
513.73587347632,518.8732322110832
518.8732322110832,524.061964533194
524.061964533194,518.8213448878621
518.8213448878621,524.0095583367407
524.0095583367407,529.2496539201081
529.2496539201081,523.957157380907
523.957157380907,529.196728954716
529.196728954716,534.4886962442632
534.4886962442632,529.1438092818206
529.1438092818206,534.4352473746388
534.4352473746388,539.7795998483853
539.7795998483853,534.3818038499014
534.3818038499014,539.7256218884004
539.7256218884004,545.1228781072844
545.1228781072844,539.6716493262115
539.6716493262115,545.0683658194737
545.0683658194737,550.5190494776684
550.5190494776684,545.0138589828917
545.0138589828917,550.4639975727207
550.4639975727207,555.9686375484479
555.9686375484479,550.4089511729634
550.4089511729634,555.913040684693
555.913040684693,561.47217109154
561.47217109154,555.8574493806245
555.8574493806245,561.4160238744307
561.4160238744307,567.030184113175
567.030184113175,561.3598822720433
561.3598822720433,566.9734810947637
566.9734810947637,572.6432159057113
572.6432159057113,566.9167837466541
566.9167837466541,572.5859515841206
572.5859515841206,578.3118110999618
578.3118110999618,572.5286929889622
572.5286929889622,578.2539799188519
578.2539799188519,584.0365197180404
584.0365197180404,578.19615452086
578.19615452086,583.9781160660685
583.9781160660685,589.8178972267292
589.8178972267292,583.9197182544619
583.9197182544619,589.7589154370065
589.7589154370065,595.6565045913766
595.6565045913766,589.6999395454628
589.6999395454628,595.5969389409174
595.5969389409174,601.5529083303265
601.5529083303265,595.5373792470233
595.5373792470233,601.4927530394936
601.4927530394936,607.5076805698885
607.5076805698885,601.4326037641896
601.4326037641896,607.4469298018315
607.4469298018315,613.5213990998499
613.5213990998499,607.3861851088514
607.3861851088514,613.4600469599399
613.4600469599399,619.5946474295392
619.5946474295392,613.3987009552438
613.3987009552438,619.5326879647963
619.5326879647963,625.7280148444443
625.7280148444443,619.4707346959998
619.4707346959998,625.6654420429597
625.6654420429597,631.9220964633894
631.9220964633894,625.6028754987555
625.6028754987555,631.858904253743
631.858904253743,638.1774932962804
638.1774932962804,631.7957183633176
631.7957183633176,638.1136755469508
638.1136755469508,644.4948123024203
644.4948123024203,638.0498641793961
638.0498641793961,644.43036282119
644.43036282119,650.8746664494018
650.8746664494018,644.3659197849079
644.3659197849079,650.809578982757
650.809578982757,657.3176747725846
657.3176747725846,650.7444980248588
650.7444980248588,657.2519430051074
657.2519430051074,663.8244624351585
663.8244624351585,657.1862178108069
657.1862178108069,663.7580799889149
663.7580799889149,670.3956607888041
670.3956607888041,663.6917041809161
663.6917041809161,670.3286212227252
670.3286212227252,677.0319074349525
677.0319074349525,670.2615883606029
670.2615883606029,676.964204244209
676.964204244209,683.7338462866511
683.7338462866511,676.8965078237846
676.8965078237846,683.6654729020225
683.6654729020225,690.5021276310428
690.5021276310428,683.5971063547323
683.5971063547323,690.4330774182796
690.4330774182796,697.3374081924624
697.3374081924624,690.3640341105378
690.3640341105378,697.2676744516432
697.2676744516432,704.2403511961596
704.2403511961596,697.197947684198
697.197947684198,704.1699271610399
704.1699271610399,711.2116264326503
711.2116264326503,704.0995101683238
704.0995101683238,711.1405052700071
711.1405052700071,718.2519103227072
718.2519103227072,711.0693912194802
711.0693912194802,718.180085131675
718.180085131675,725.3618859829918
725.3618859829918,718.1082671231619
